transaction UUID,Driver UUID,Driver first name,Driver surname,Trip UUID,Description,Organisation name,Org alias,vs reporting,Paid to you,Paid to you : Your earnings,Paid to you : Trip balance : Payouts : Cash collected,Paid to you : Your earnings : Fare,Paid to you : Your earnings : Taxes,Paid to you:Your earnings:Fare:Fare,Paid to you:Your earnings:Fare:Booking fee,Paid to you:Your earnings:Taxes:Income tax withholding,Paid to you:Your earnings:Fare:Cancellation,Paid to you:Your earnings:Other fees:Platform fee,Paid to you:Trip balance:Refunds:IGST Support services,Paid to you:Trip balance:Expenses:IGST Support services,Paid to you:Your earnings:Tip,Paid to you:Trip balance:Refunds:Toll,Paid to you:Your earnings:Fare:Surge,Paid to you:Your earnings:Fare:Wait Time at Pick-up,Paid to you:Your earnings:Fare:UberX Priority,Paid to you:Your earnings:Fare:Reservation Fee,Paid to you:Your earnings:Fare:Outskirt Surcharge,Paid to you:Trip balance:Expenses:Driver subscription charge
TXN_6F63825B,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_4E056E1D,trip completed order,Fleet_Operator_India,FOC,2025-04-18 08:38:21,-22.86,397.07,-479.93,397.07,0,337.07,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E7D86DB7,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_4E056E1D,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 08:38:25,-0.48,-0.48,0.0,0.0,0,0.0,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5B304FE9,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_0038055F,trip completed order,Fleet_Operator_India,FOC,2025-04-18 08:41:45,-28.56,571.38,-599.94,571.38,0,571.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_189C7B96,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_0038055F,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 08:41:48,-0.62,-0.62,0.0,0.0,0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C11AD7B7,DRIVER_320D7A01,ANON,DRIVER,TRIP_2563DCEB,trip completed order,Fleet_Operator_India,FOC,2025-04-18 08:45:00,-26.3,525.92,-552.22,525.92,0,465.92,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_16DF678B,DRIVER_320D7A01,ANON,DRIVER,TRIP_2563DCEB,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 08:45:03,-0.56,-0.56,0.0,0.0,0,0.0,0.0,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_61EBF1D0,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_B4008FB9,trip completed order,Fleet_Operator_India,FOC,2025-04-18 08:54:56,-10.0,199.91,-209.91,199.91,0,168.49,31.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D0857F05,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_B4008FB9,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 08:55:00,-0.19,-0.19,0.0,0.0,0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D41D86F0,DRIVER_D1DC303B,ANON,DRIVER,TRIP_89642E15,trip completed order,Fleet_Operator_India,FOC,2025-04-18 08:58:11,-11.42,228.51,-239.93,228.51,0,197.09,31.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_CA636713,DRIVER_D1DC303B,ANON,DRIVER,TRIP_89642E15,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 08:58:13,-0.24,-0.24,0.0,0.0,0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_EC6B1F17,DRIVER_BCC62548,ANON,DRIVER,TRIP_0BE305C7,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:02:38,140.21,140.21,0.0,140.21,0,109.49,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
TXN_82CE2855,DRIVER_BCC62548,ANON,DRIVER,TRIP_0BE305C7,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:02:41,-0.13,-0.13,0.0,0.0,0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_965C5E89,DRIVER_D4BC4431,ANON,DRIVER,TRIP_DE1E0B99,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:04:29,-11.9,238.01,-249.91,238.01,0,224.67,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_7F4F7584,DRIVER_D4BC4431,ANON,DRIVER,TRIP_DE1E0B99,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:04:32,-0.25,-0.25,0.0,0.0,0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_867D8D1A,DRIVER_320D7A01,ANON,DRIVER,TRIP_B85EB2F7,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:10:19,-12.38,247.53,-259.91,247.53,0,161.2,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.75,0.0,0.0,0.0,0.0,0.0
TXN_433D7DA6,DRIVER_320D7A01,ANON,DRIVER,TRIP_B85EB2F7,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:10:22,-0.26,-0.26,0.0,0.0,0,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A0EE2FDC,DRIVER_DE9397E4,ANON,DRIVER,TRIP_554A6243,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:13:28,-10.15,459.8,-469.95,459.8,0,399.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0F2210DB,DRIVER_DE9397E4,ANON,DRIVER,TRIP_554A6243,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:13:31,-0.47,-0.47,0.0,0.0,0,0.0,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FFA20ABF,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_488B312A,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:14:26,-25.56,456.09,-536.66,456.09,0,397.42,28.58,0.0,0.0,0.0,0.0,0.0,0.0,55.01,30.09,0.0,0.0,0.0,0.0,0.0
TXN_55D364E0,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_488B312A,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:14:29,-0.54,-0.54,0.0,0.0,0,0.0,0.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_63082EE3,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_8A6E1EE3,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:19:04,-11.42,228.54,-239.96,228.54,0,199.96,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_6B7705AC,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_8A6E1EE3,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:19:07,-0.24,-0.24,0.0,0.0,0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A30CBA5F,DRIVER_194654C1,ANON,DRIVER,TRIP_45E04E0E,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:19:38,65.45,304.73,-239.28,304.73,0,291.39,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_6ED49E1D,DRIVER_194654C1,ANON,DRIVER,TRIP_45E04E0E,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:19:41,-0.31,-0.31,0.0,0.0,0,0.0,0.0,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5A3B337F,DRIVER_D1DC303B,ANON,DRIVER,TRIP_37F39C28,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:22:21,-7.14,172.85,-179.99,142.85,0,112.37,30.48,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B08C16CF,DRIVER_D1DC303B,ANON,DRIVER,TRIP_37F39C28,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:22:24,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FA0184BE,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_BD0F6876,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:24:25,-32.71,274.96,-307.67,274.96,0,261.62,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FE049DEC,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_BD0F6876,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:24:27,-0.28,-0.28,0.0,0.0,0,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A31DB2A8,DRIVER_D564BA74,ANON,DRIVER,TRIP_DB81CD39,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:26:23,-17.14,342.81,-359.95,342.81,0,301.85,40.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F1CC007A,DRIVER_D564BA74,ANON,DRIVER,TRIP_DB81CD39,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:26:26,-0.34,-0.34,0.0,0.0,0,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F54E8F6E,DRIVER_43751F41,ANON,DRIVER,TRIP_5950C103,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:27:51,-33.01,563.44,-596.45,563.44,0,523.72,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14,0.0,0.0,0.0,0.0
TXN_244992F8,DRIVER_43751F41,ANON,DRIVER,TRIP_5950C103,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:27:54,-0.6,-0.6,0.0,0.0,0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FAA1287D,DRIVER_7AE70917,ANON,DRIVER,TRIP_6D3AC77D,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:31:14,-18.26,365.06,-383.32,365.06,0,352.68,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_4320D37E,DRIVER_7AE70917,ANON,DRIVER,TRIP_6D3AC77D,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:31:17,-0.38,-0.38,0.0,0.0,0,0.0,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0DC2E247,DRIVER_9A065E6D,ANON,DRIVER,TRIP_65643154,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:33:51,20.32,222.05,-201.73,222.05,0,184.55,31.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08,0.0,0.0,0.0,0.0
TXN_BB500B51,DRIVER_9A065E6D,ANON,DRIVER,TRIP_65643154,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:33:54,-0.19,-0.19,0.0,0.0,0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2122EBD7,DRIVER_9ED6169B,ANON,DRIVER,TRIP_9F47E31C,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:35:23,666.66,666.66,0.0,666.66,0,511.42,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24,0.0,0.0
TXN_FEE71838,DRIVER_9ED6169B,ANON,DRIVER,TRIP_9F47E31C,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:35:26,-0.67,-0.67,0.0,0.0,0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_482E4C16,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_72734E54,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:37:57,270.53,270.53,0.0,270.53,0,228.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,38.1,0.0,0.0
TXN_383C020E,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_72734E54,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:38:00,-0.27,-0.27,0.0,0.0,0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F3773AD4,DRIVER_FCFB4131,ANON,DRIVER,TRIP_6BAD2DF9,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:46:45,-26.81,507.99,-534.8,507.99,0,396.17,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,95.24,0.0,0.0
TXN_4A75BD77,DRIVER_FCFB4131,ANON,DRIVER,TRIP_6BAD2DF9,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:46:47,-0.51,-0.51,0.0,0.0,0,0.0,0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_7CAAF660,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_57C67B79,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:55:55,-11.42,228.51,-239.93,228.51,0,197.09,31.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FFD3CAFE,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_57C67B79,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:55:57,-0.22,-0.22,0.0,0.0,0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_1850342C,DRIVER_8B47309D,ANON,DRIVER,TRIP_7372F382,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:58:16,-27.08,481.64,-508.72,481.64,0,421.64,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_938F0B5C,DRIVER_8B47309D,ANON,DRIVER,TRIP_7372F382,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:58:19,-0.51,-0.51,0.0,0.0,0,0.0,0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_36E41CE4,DRIVER_84716652,ANON,DRIVER,TRIP_D0DEB976,trip completed order,Fleet_Operator_India,FOC,2025-04-18 09:59:40,-1.72,532.24,-639.91,532.24,0,472.24,60.0,0.0,0.0,0.0,0.0,0.0,0.0,105.95,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A48011FA,DRIVER_84716652,ANON,DRIVER,TRIP_D0DEB976,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 09:59:43,-0.64,-0.64,0.0,0.0,0,0.0,0.0,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B23F25CE,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_D6D2FA96,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:08:13,-15.24,304.73,-319.97,304.73,0,267.59,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_8C8F6212,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_D6D2FA96,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:08:15,-0.32,-0.32,0.0,0.0,0,0.0,0.0,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_676BF190,DRIVER_52C64856,ANON,DRIVER,TRIP_AD5803FC,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:19:09,-16.18,323.78,-339.96,323.78,0,286.64,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F8D974D3,DRIVER_52C64856,ANON,DRIVER,TRIP_AD5803FC,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:19:12,-0.3,-0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C9C16C84,DRIVER_D564BA74,ANON,DRIVER,TRIP_52D19C01,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:20:09,-14.28,285.67,-299.95,285.67,0,250.43,35.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D830C007,DRIVER_D564BA74,ANON,DRIVER,TRIP_52D19C01,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:20:12,-0.25,-0.25,0.0,0.0,0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_021D64DC,DRIVER_D4BC4431,ANON,DRIVER,TRIP_1546A1BE,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:20:33,-14.92,298.43,-313.35,298.43,0,244.47,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.82,0.0,0.0,0.0,0.0,0.0
TXN_168BC4E6,DRIVER_D4BC4431,ANON,DRIVER,TRIP_1546A1BE,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:20:37,-0.23,-0.23,0.0,0.0,0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_496D8DCE,DRIVER_DE9397E4,ANON,DRIVER,TRIP_BFAE59E5,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:25:58,9.0,360.45,-351.45,330.45,0,289.49,40.96,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_072FF5B8,DRIVER_DE9397E4,ANON,DRIVER,TRIP_BFAE59E5,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:26:01,-0.33,-0.33,0.0,0.0,0,0.0,0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2C00D055,DRIVER_08CE6127,ANON,DRIVER,TRIP_2F1BF4E8,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:26:49,66.26,460.52,-394.26,460.52,0,417.37,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0
TXN_DA5ABA5A,DRIVER_08CE6127,ANON,DRIVER,TRIP_2F1BF4E8,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:26:51,-0.34,-0.34,0.0,0.0,0,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_20132A3F,DRIVER_320D7A01,ANON,DRIVER,TRIP_5D66D034,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:27:11,-18.5,370.0,-388.5,370.0,0,356.66,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5B584783,DRIVER_320D7A01,ANON,DRIVER,TRIP_5D66D034,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:27:13,-0.39,-0.39,0.0,0.0,0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_46A03C0C,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_9EFD4B49,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:28:03,-12.99,248.82,-261.81,248.82,0,201.28,32.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89,1.27,0.0,0.0,0.0,0.0
TXN_7F7C45A9,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_9EFD4B49,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:28:05,-0.19,-0.19,0.0,0.0,0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_EE5D7C21,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_FB4250BE,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:32:05,-42.31,339.95,-382.26,339.95,0,298.99,40.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_13745906,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_FB4250BE,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:32:07,-0.36,-0.36,0.0,0.0,0,0.0,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_42FB9FA9,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_C5BE11DF,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:33:18,15.04,15.04,0.0,15.04,0,0.0,0.0,0.0,15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_46ACF8F0,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_C5BE11DF,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:33:20,-0.02,-0.02,0.0,0.0,0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_47C8D9B2,DRIVER_BCC62548,ANON,DRIVER,TRIP_E9B3DFEF,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:33:21,-18.1,361.81,-379.91,361.81,0,320.85,40.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F2F3A21C,DRIVER_BCC62548,ANON,DRIVER,TRIP_E9B3DFEF,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:33:23,-0.34,-0.34,0.0,0.0,0,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C2F1FDA0,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_4EC89887,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:35:27,-16.66,333.31,-349.97,333.31,0,319.97,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A8F5DFD0,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_4EC89887,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:35:29,-0.29,-0.29,0.0,0.0,0,0.0,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_04C330D8,DRIVER_75951D5D,ANON,DRIVER,TRIP_E86D5AF4,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:36:51,-19.52,330.42,-349.94,330.42,0,293.28,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5C9EAFC6,DRIVER_75951D5D,ANON,DRIVER,TRIP_E86D5AF4,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:36:53,-0.3,-0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_298D5B5F,DRIVER_B58786FE,ANON,DRIVER,TRIP_095DA9C4,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:45:29,-22.38,477.54,-499.92,447.54,0,435.16,12.38,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_789B71B3,DRIVER_B58786FE,ANON,DRIVER,TRIP_095DA9C4,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:45:31,-0.36,-0.36,0.0,0.0,0,0.0,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A15106B8,DRIVER_8B47309D,ANON,DRIVER,TRIP_8E39892A,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:48:24,-12.38,247.56,-259.94,247.56,0,216.14,31.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_09ED45ED,DRIVER_8B47309D,ANON,DRIVER,TRIP_8E39892A,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:48:26,-0.25,-0.25,0.0,0.0,0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E2F519D1,DRIVER_FCFB4131,ANON,DRIVER,TRIP_588B9B3F,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:50:09,-14.76,295.18,-309.94,295.18,0,259.94,35.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_4000084C,DRIVER_FCFB4131,ANON,DRIVER,TRIP_588B9B3F,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:50:11,-0.3,-0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D0D402F3,DRIVER_D564BA74,ANON,DRIVER,TRIP_27965DBB,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:50:40,-9.04,180.9,-189.94,180.9,0,152.32,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E7776312,DRIVER_D564BA74,ANON,DRIVER,TRIP_27965DBB,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:50:42,-0.17,-0.17,0.0,0.0,0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_06E7BA3C,DRIVER_320D7A01,ANON,DRIVER,TRIP_BF25C306,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:51:39,-7.62,152.36,-159.98,152.36,0,119.98,32.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
