transaction UUID,Driver UUID,Driver first name,Driver surname,Trip UUID,Description,Organisation name,Org alias,vs reporting,Paid to you,Paid to you : Your earnings,Paid to you : Trip balance : Payouts : Cash collected,Paid to you : Your earnings : Fare,Paid to you : Your earnings : Taxes,Paid to you:Your earnings:Fare:Fare,Paid to you:Your earnings:Fare:Booking fee,Paid to you:Your earnings:Taxes:Income tax withholding,Paid to you:Your earnings:Fare:Cancellation,Paid to you:Your earnings:Other fees:Platform fee,Paid to you:Trip balance:Refunds:IGST Support services,Paid to you:Trip balance:Expenses:IGST Support services,Paid to you:Your earnings:Tip,Paid to you:Trip balance:Refunds:Toll,Paid to you:Your earnings:Fare:Surge,Paid to you:Your earnings:Fare:Wait Time at Pick-up,Paid to you:Your earnings:Fare:UberX Priority,Paid to you:Your earnings:Fare:Reservation Fee,Paid to you:Your earnings:Fare:Outskirt Surcharge,Paid to you:Trip balance:Expenses:Driver subscription charge
TXN_624D4A8D,DRIVER_8B47309D,ANON,DRIVER,TRIP_CBA7A214,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:41:14,-13.12,262.37,-275.49,262.37,0,237.61,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A5A41B16,DRIVER_8B47309D,ANON,DRIVER,TRIP_CBA7A214,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:41:16,-0.28,-0.28,0.0,0.0,0,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_DF600341,DRIVER_6D3A78A4,ANON,DRIVER,TRIP_51A3F9BE,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:42:31,25.22,514.67,-489.45,514.67,0,509.91,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_976AA57E,DRIVER_6D3A78A4,ANON,DRIVER,TRIP_51A3F9BE,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:42:33,-0.5,-0.5,0.0,0.0,0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_28BCB2EF,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_FAD6A128,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:44:16,-7.14,142.85,-149.99,142.85,0,138.09,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_310AB763,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_FAD6A128,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:44:18,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E61B0FD5,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_03C6886B,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:47:04,-12.79,257.14,-269.93,257.14,0,232.38,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5A005011,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_03C6886B,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:47:06,-0.26,-0.26,0.0,0.0,0,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_38286877,DRIVER_320D7A01,ANON,DRIVER,TRIP_4D0E0308,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:48:26,-13.32,316.61,-329.93,266.61,0,261.85,4.76,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_CC8622A1,DRIVER_320D7A01,ANON,DRIVER,TRIP_4D0E0308,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:48:29,-0.28,-0.28,0.0,0.0,0,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_EE9F841F,DRIVER_D7442891,ANON,DRIVER,TRIP_77F10ADF,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:52:33,-6.18,123.74,-129.92,123.74,0,118.98,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_312139CA,DRIVER_D7442891,ANON,DRIVER,TRIP_77F10ADF,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:52:35,-0.12,-0.12,0.0,0.0,0,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_BFC877D0,DRIVER_320D7A01,ANON,DRIVER,TRIP_801CDD67,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:53:08,18.77,18.77,0.0,18.77,0,0.0,0.0,0.0,18.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A815E67E,DRIVER_320D7A01,ANON,DRIVER,TRIP_801CDD67,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:53:10,-0.02,-0.02,0.0,0.0,0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_4F883726,DRIVER_7AE70917,ANON,DRIVER,TRIP_5F2EDC34,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:53:55,26.2,165.27,-139.07,165.27,0,157.38,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0
TXN_789A80AD,DRIVER_7AE70917,ANON,DRIVER,TRIP_5F2EDC34,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:53:58,-0.14,-0.14,0.0,0.0,0,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D7B89DBC,DRIVER_48410D8F,ANON,DRIVER,TRIP_ED3251C3,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:57:15,-163.8,236.12,-399.92,236.12,0,236.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_1D652666,DRIVER_48410D8F,ANON,DRIVER,TRIP_ED3251C3,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:57:18,-0.2,-0.2,0.0,0.0,0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B5C66756,DRIVER_D1DC303B,ANON,DRIVER,TRIP_6D2516CC,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:01:07,-19.04,380.92,-399.96,380.92,0,343.78,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_85A86DF7,DRIVER_D1DC303B,ANON,DRIVER,TRIP_6D2516CC,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:01:09,-0.4,-0.4,0.0,0.0,0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F9B687ED,DRIVER_52C64856,ANON,DRIVER,TRIP_E5F73509,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:01:12,30.04,199.95,-169.91,199.95,0,181.85,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_61AADABF,DRIVER_52C64856,ANON,DRIVER,TRIP_E5F73509,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:01:14,-0.17,-0.17,0.0,0.0,0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_6A56E16F,DRIVER_7AE70917,ANON,DRIVER,TRIP_15804047,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:09:21,-6.18,123.72,-129.9,123.72,0,118.96,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_CD7F7E3B,DRIVER_7AE70917,ANON,DRIVER,TRIP_15804047,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:09:23,-0.12,-0.12,0.0,0.0,0,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D0199715,DRIVER_D564BA74,ANON,DRIVER,TRIP_61CFCF2B,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:09:50,-7.23,152.74,-159.97,152.74,0,134.64,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_17D19659,DRIVER_D564BA74,ANON,DRIVER,TRIP_61CFCF2B,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:09:52,-0.16,-0.16,0.0,0.0,0,0.0,0.0,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B7F7EDC5,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_C950B1BA,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:10:46,-10.94,218.97,-229.91,218.97,0,195.17,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5D5E5120,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_C950B1BA,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:10:48,-0.23,-0.23,0.0,0.0,0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A554B0B3,DRIVER_DE9397E4,ANON,DRIVER,TRIP_48E6AD87,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:12:44,25.37,265.31,-239.94,265.31,0,260.55,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C10586B9,DRIVER_DE9397E4,ANON,DRIVER,TRIP_48E6AD87,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:12:46,-0.24,-0.24,0.0,0.0,0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_4B7F47FD,DRIVER_84716652,ANON,DRIVER,TRIP_8316F353,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:19:01,0.91,230.87,-229.96,230.87,0,207.07,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5ECF9893,DRIVER_84716652,ANON,DRIVER,TRIP_8316F353,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:19:04,-0.21,-0.21,0.0,0.0,0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_4FB97DEA,DRIVER_7AE70917,ANON,DRIVER,TRIP_7B738B4A,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:21:09,60.2,60.2,0.0,60.2,0,0.0,0.0,0.0,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_7D11DC9D,DRIVER_7AE70917,ANON,DRIVER,TRIP_7B738B4A,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:21:11,-0.06,-0.06,0.0,0.0,0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_885494B5,DRIVER_9A065E6D,ANON,DRIVER,TRIP_7C3C84FC,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:22:22,240.18,240.18,0.0,210.18,0,205.42,4.76,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2E506A16,DRIVER_9A065E6D,ANON,DRIVER,TRIP_7C3C84FC,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:22:25,-0.13,-0.13,0.0,0.0,0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C77ED19B,DRIVER_9A065E6D,ANON,DRIVER,TRIP_6CBCF593,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:24:01,15.04,15.04,0.0,15.04,0,0.0,0.0,0.0,15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_344C4B78,DRIVER_9A065E6D,ANON,DRIVER,TRIP_6CBCF593,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:24:03,-0.02,-0.02,0.0,0.0,0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F2D1A4CF,DRIVER_FCFB4131,ANON,DRIVER,TRIP_B5BA81D8,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:28:09,-28.96,524.32,-608.29,524.32,0,442.6,37.14,0.0,0.0,0.0,0.0,0.0,0.0,55.01,0.0,0.0,44.58,0.0,0.0,0.0
TXN_3FC3B85B,DRIVER_FCFB4131,ANON,DRIVER,TRIP_B5BA81D8,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:28:11,-0.61,-0.61,0.0,0.0,0,0.0,0.0,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_7E22B66F,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_09078014,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:31:14,-7.14,142.81,-149.95,142.81,0,138.05,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F2778842,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_09078014,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:31:16,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_DDBFAEDD,DRIVER_194654C1,ANON,DRIVER,TRIP_D87DC53D,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:34:26,-19.04,380.89,-399.93,380.89,0,329.69,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.62,0.0,0.0,0.0,0.0,0.0
TXN_A22DC199,DRIVER_194654C1,ANON,DRIVER,TRIP_D87DC53D,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:34:28,-0.4,-0.4,0.0,0.0,0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0B6FDF0D,DRIVER_9ED6169B,ANON,DRIVER,TRIP_3ADF6DF4,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:36:53,4.35,254.28,-249.93,254.28,0,229.52,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_BEE3AF5E,DRIVER_9ED6169B,ANON,DRIVER,TRIP_3ADF6DF4,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:36:55,-0.25,-0.25,0.0,0.0,0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B8BBAA22,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_2A9B0200,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:37:07,56.89,401.82,-344.93,401.82,0,364.68,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2CB33E5D,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_2A9B0200,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:37:10,-0.35,-0.35,0.0,0.0,0,0.0,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5C6EDB0B,DRIVER_43751F41,ANON,DRIVER,TRIP_5999D698,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:37:42,-12.2,173.86,-256.06,173.86,0,155.76,18.1,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_395AA308,DRIVER_43751F41,ANON,DRIVER,TRIP_5999D698,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:37:44,-0.23,-0.23,0.0,0.0,0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A3E5E331,DRIVER_320D7A01,ANON,DRIVER,TRIP_58F8524D,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:41:21,-10.48,209.46,-219.94,209.46,0,185.66,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_56D9B37A,DRIVER_320D7A01,ANON,DRIVER,TRIP_58F8524D,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:41:23,-0.21,-0.21,0.0,0.0,0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_910649F9,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_B4658120,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:43:09,-11.9,161.17,-173.07,161.17,0,134.21,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,0.0,0.0
TXN_A3044A3A,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_B4658120,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:43:12,-0.17,-0.17,0.0,0.0,0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_4B26B91A,DRIVER_7AE70917,ANON,DRIVER,TRIP_F3663B6F,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:48:04,-11.26,225.04,-236.3,225.04,0,181.68,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0
TXN_05C06D74,DRIVER_7AE70917,ANON,DRIVER,TRIP_F3663B6F,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:48:06,-0.24,-0.24,0.0,0.0,0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F56F0E49,DRIVER_08CE6127,ANON,DRIVER,TRIP_B5572A69,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:51:24,-11.9,238.03,-249.93,238.03,0,213.27,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_6092B197,DRIVER_08CE6127,ANON,DRIVER,TRIP_B5572A69,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:51:26,-0.25,-0.25,0.0,0.0,0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_7F8809EF,DRIVER_6D3A78A4,ANON,DRIVER,TRIP_F9FEAEE5,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:54:13,-30.48,609.45,-639.93,609.45,0,609.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_96215C73,DRIVER_6D3A78A4,ANON,DRIVER,TRIP_F9FEAEE5,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:54:15,-0.66,-0.66,0.0,0.0,0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_1F289DCC,DRIVER_9ED6169B,ANON,DRIVER,TRIP_3666E4B6,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:56:44,-7.14,142.84,-149.98,142.84,0,124.74,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F3035A81,DRIVER_9ED6169B,ANON,DRIVER,TRIP_3666E4B6,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:56:46,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_DA6C546B,DRIVER_8B47309D,ANON,DRIVER,TRIP_7CB494B7,trip completed order,Fleet_Operator_India,FOC,2025-04-18 13:57:24,-11.42,228.52,-239.94,228.52,0,223.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_29BE0791,DRIVER_8B47309D,ANON,DRIVER,TRIP_7CB494B7,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 13:57:26,-0.24,-0.24,0.0,0.0,0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2173E39A,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_0EFDF909,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:00:00,-31.2,620.0,-651.2,620.0,0,572.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.05,1.0,0.0,0.0,0.0,0.0
TXN_4F852E14,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_0EFDF909,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:00:02,-0.67,-0.67,0.0,0.0,0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_CE3FA1A3,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_CA6E547C,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:02:33,-15.68,313.58,-329.26,313.58,0,250.22,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0
TXN_9709F581,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_CA6E547C,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:02:35,-0.33,-0.33,0.0,0.0,0,0.0,0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_40887382,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_573FDFAD,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:07:53,-23.8,476.19,-499.99,476.19,0,471.43,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_195FD515,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_573FDFAD,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:07:56,-0.51,-0.51,0.0,0.0,0,0.0,0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_4681E8DF,DRIVER_52C64856,ANON,DRIVER,TRIP_ECF9D0A4,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:11:45,-13.32,266.6,-279.92,266.6,0,241.84,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C62D4E68,DRIVER_52C64856,ANON,DRIVER,TRIP_ECF9D0A4,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:11:47,-0.28,-0.28,0.0,0.0,0,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_DCACBC02,DRIVER_75951D5D,ANON,DRIVER,TRIP_D668539D,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:12:50,18.03,493.2,-475.17,493.2,0,456.06,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0E34FA81,DRIVER_75951D5D,ANON,DRIVER,TRIP_D668539D,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:12:53,-0.48,-0.48,0.0,0.0,0,0.0,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_EA7F665B,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_8A97CDB7,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:13:03,20.53,20.53,0.0,20.53,0,0.0,0.0,0.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C3064946,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_8A97CDB7,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:13:05,-0.02,-0.02,0.0,0.0,0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2DEFA873,DRIVER_7AE70917,ANON,DRIVER,TRIP_DBDE3FF1,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:16:23,128.46,128.46,0.0,128.46,0,110.36,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_007CD4DC,DRIVER_7AE70917,ANON,DRIVER,TRIP_DBDE3FF1,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:16:25,-0.13,-0.13,0.0,0.0,0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_826F2021,DRIVER_D7442891,ANON,DRIVER,TRIP_5F67A63C,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:18:39,-115.82,228.54,-344.36,228.54,0,223.78,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_CD294AA5,DRIVER_D7442891,ANON,DRIVER,TRIP_5F67A63C,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:18:41,-0.24,-0.24,0.0,0.0,0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C192A3E8,DRIVER_84716652,ANON,DRIVER,TRIP_F93028B9,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:25:03,27.07,267.03,-239.96,267.03,0,262.27,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_ACBC53EC,DRIVER_84716652,ANON,DRIVER,TRIP_F93028B9,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:25:05,-0.24,-0.24,0.0,0.0,0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_9D96A06E,DRIVER_9A065E6D,ANON,DRIVER,TRIP_454A54C0,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:25:23,-7.21,162.76,-169.97,162.76,0,158.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_22640982,DRIVER_9A065E6D,ANON,DRIVER,TRIP_454A54C0,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:25:25,-0.17,-0.17,0.0,0.0,0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
